origin,Organism/Name,kingdom,phylum,class,order,family,subfamily,genus
RefSeq-v207,Mycobacterium phage Reindeer,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Mclasvirinae,Bongovirus
RefSeq-v207,Mycobacterium phage Rem711,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Trigintaduovirus
RefSeq-v207,Mycobacterium phage Renaud18,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Thetabobvirus
RefSeq-v207,Mycobacterium phage Reprobate,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,Acadianvirus
RefSeq-v207,Mycobacterium phage Rey,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Mclasvirinae,Reyvirus
RefSeq-v207,Mycobacterium phage RhynO,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Rhynn,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage RidgeCB,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Ringer,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage RitaG,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Rizal,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Bixzunavirus
RefSeq-v207,Mycobacterium phage Rockstar,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Rohr,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Rosebush,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,Rosebushvirus
RefSeq-v207,Mycobacterium phage Royals2015,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Rufus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Ruotula,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Rutherferd,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Ryadel,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Corndogvirus
RefSeq-v207,Mycobacterium phage STLscum,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage SWU1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage SWU2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Saal,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Sagefire,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Saguaro,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,
RefSeq-v207,Mycobacterium phage Sandalphon,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage SarFire,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage SassyB,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Sauce,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Bixzunavirus
RefSeq-v207,Mycobacterium phage Sbash,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Chenonavirus
RefSeq-v207,Mycobacterium phage Scorpia,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage ScottMcG,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Bixzunavirus
RefSeq-v207,Mycobacterium phage Scowl,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Seabastian,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Seabiscuit,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Seagreen,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Sebata,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Bixzunavirus
RefSeq-v207,Mycobacterium phage Send513,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Papyrusvirus
RefSeq-v207,Mycobacterium phage Serendipitous,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,Acadianvirus
RefSeq-v207,Mycobacterium phage Serenity,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Severus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Shandong1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium phage Shauna1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage ShedlockHolmes,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium phage Sheen,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage ShiLan,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage ShiVal,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,Pegunavirus
RefSeq-v207,Mycobacterium phage Shipwreck,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pclasvirinae,Fishburnevirus
RefSeq-v207,Mycobacterium phage SiSi,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Sibs6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Silverleaf,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Bronvirus
RefSeq-v207,Mycobacterium phage SimranZ1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage SirDuracell,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Kostyavirus
RefSeq-v207,Mycobacterium phage SirPhilip,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium phage SkiPole,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage SkinnyPete,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Nclasvirinae,Redivirus
RefSeq-v207,Mycobacterium phage Smairt,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Smeadley,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Snazzy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Sneeze,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Liefievirus
RefSeq-v207,Mycobacterium phage Snenia,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Bronvirus
RefSeq-v207,Mycobacterium phage SoilDragon,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Solon,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Soto,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,Pegunavirus
RefSeq-v207,Mycobacterium phage Soul22,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Avanivirus
RefSeq-v207,Mycobacterium phage Sparkdehlily,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Sparky,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Sparkyvirus
RefSeq-v207,Mycobacterium phage Spartacus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage SpikeBT,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Spikelee,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Spoonbill,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Spud,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Bixzunavirus
RefSeq-v207,Mycobacterium phage Squirty,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Squirtyvirus
RefSeq-v207,Mycobacterium phage StAnnes,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Stasia,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Steamy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Stinger,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,Coopervirus
RefSeq-v207,Mycobacterium phage Suffolk,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,Pegunavirus
RefSeq-v207,Mycobacterium phage Sumter,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage SuperGrey,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage SwagPigglett,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage SweetiePie,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Swirley,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Swish,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,Pegunavirus
RefSeq-v207,Mycobacterium phage Switzer,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage TChen,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Thetabobvirus
RefSeq-v207,Mycobacterium phage TDanisky,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage TM4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium phage Taheera,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Liefievirus
RefSeq-v207,Mycobacterium phage Taj,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Tapioca,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Nclasvirinae,Charlievirus
RefSeq-v207,Mycobacterium phage Taquito,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium phage Tasp14,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Theia,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage TheloniousMonk,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage ThetaBob,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Thetabobvirus
RefSeq-v207,Mycobacterium phage Thibault,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Omegavirus
RefSeq-v207,Mycobacterium phage Thonko,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,
RefSeq-v207,Mycobacterium phage ThulaThula,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pclasvirinae,
RefSeq-v207,Mycobacterium phage Thyatira,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium phage Tiffany,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Tiger,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Timshel,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Tonenili,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,,Bixzunavirus
RefSeq-v207,Mycobacterium phage Tortellini,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Tortellinivirus
RefSeq-v207,Mycobacterium phage Toto,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Kostyavirus
RefSeq-v207,Mycobacterium phage Tourach,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Bronvirus
RefSeq-v207,Mycobacterium phage Traft412,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Trike,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Trixie,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Troll4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Dclasvirinae,Plotvirus
RefSeq-v207,Mycobacterium phage Trouble,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Turbido,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Turj99,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Tweety,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Twister,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Typha,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Mycobacterium phage U2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage UncleHowie,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,Pegunavirus
RefSeq-v207,Mycobacterium phage Unicorn,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium phage UnionJack,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Urkel,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium phage Validus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium phage Velveteen,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Veracruz,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Veteran,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Vincenzo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,Coopervirus
RefSeq-v207,Mycobacterium phage Violet,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Vista,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,Pegunavirus
RefSeq-v207,Mycobacterium phage VohminGhazi,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Vortex,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,Pegunavirus
RefSeq-v207,Mycobacterium phage WIVsmall,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Wachhund,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Wanda,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Omegavirus
RefSeq-v207,Mycobacterium phage Wee,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Weirdo19,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Mycobacterium phage Wheeler,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Whirlwind,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Bronvirus
RefSeq-v207,Mycobacterium phage Whouxphf,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Wildcat,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Wildcatvirus
RefSeq-v207,Mycobacterium phage Wile,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage WillSterrel,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Willsammy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pclasvirinae,Fishburnevirus
RefSeq-v207,Mycobacterium phage Wizard007,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage XFactor,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Xavia,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Mycobacterium phage Xeno,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Nclasvirinae,Charlievirus
RefSeq-v207,Mycobacterium phage Ximenita,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium phage Xula,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Chebruvirinae,Brujitavirus
RefSeq-v207,Mycobacterium phage Yecey3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Yuna,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium phage Yunkel11,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium phage Zaka,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage Zapner,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Avanivirus
RefSeq-v207,Mycobacterium phage Zavala,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium phage Zemanar,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,Coopervirus
RefSeq-v207,Mycobacterium phage Zerg,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium phage Zetzy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage ZoeJ,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium phage Zolita,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium phage phiT46-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
RefSeq-v207,Mycobacterium virus 244,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Kostyavirus
RefSeq-v207,Mycobacterium virus Acadian,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bclasvirinae,Acadianvirus
RefSeq-v207,Mycobacterium virus Alma,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium virus Anaya,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium virus Angelica,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Timquatrovirus
RefSeq-v207,Mycobacterium virus Ardmore,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium virus Arturo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium virus Astro,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium virus Avani,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Avanivirus
RefSeq-v207,Mycobacterium virus BBPiebs31,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium virus Babsiella,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Chebruvirinae,Brujitavirus
RefSeq-v207,Mycobacterium virus Backyardigan,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium virus Baka,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Omegavirus
RefSeq-v207,Mycobacterium virus Bask21,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Kostyavirus
RefSeq-v207,Mycobacterium virus Benedict,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium virus Bethlehem,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium virus Billknuckles,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium virus Boomer,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium virus Bron,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Bronvirus
RefSeq-v207,Mycobacterium virus Brujita,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Chebruvirinae,Brujitavirus
RefSeq-v207,Mycobacterium virus Bruns,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium virus Bxb1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium virus Bxz2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium virus CJW1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Kostyavirus
RefSeq-v207,Mycobacterium virus Che12,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Fromanvirus
RefSeq-v207,Mycobacterium virus Che8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Cheoctovirus
RefSeq-v207,Mycobacterium virus Che9c,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Chenonavirus
RefSeq-v207,Mycobacterium virus Che9d,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,Avanivirus
