origin,Organism/Name,kingdom,phylum,class,order,family,genus
RefSeq-v211,Yersinia phage YpP-Y,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus
RefSeq-v211,Yersinia phage YpsP-G,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus
RefSeq-v211,Salmonella phage SSU5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Acinetobacter phage AP22,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Obolenskvirus
RefSeq-v211,Clostridium phage PhiS63,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Klebsiella phage NTUH-K2044-K1-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Drulisvirus
RefSeq-v211,Bacillus phage BtCS33,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Camtrevirus
RefSeq-v211,Mycobacterium virus Nepal,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Staphylococcus phage StauST398-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Phietavirus
RefSeq-v211,Staphylococcus phage StauST398-3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Phietavirus
RefSeq-v211,Bacillus phage vB_BceM_Bc431v3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Caeruleovirus
RefSeq-v211,Mycobacterium phage Astro,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Staphylococcus phage Staph1N,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Kayvirus
RefSeq-v211,Staphylococcus phage A3R,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Kayvirus
RefSeq-v211,Staphylococcus phage Fi200W,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Kayvirus
RefSeq-v211,Staphylococcus phage MSA6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Kayvirus
RefSeq-v211,Staphylococcus phage P4W,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Kayvirus
RefSeq-v211,Staphylococcus phage 676Z,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Kayvirus
RefSeq-v211,Staphylococcus phage SA13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Phietavirus
RefSeq-v211,Enterobacteriaphage UAB_Phi87,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Felixounavirus
RefSeq-v211,Staphylococcus phage Ipla5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Rockefellervirus
RefSeq-v211,Staphylococcus phage Ipla7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Rockefellervirus
RefSeq-v211,Aeromonas phage Aes012,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tulanevirus
RefSeq-v211,Staphylococcus phage Stau2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Silviavirus
RefSeq-v211,Helicobacter phage KHP40,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Schmidvirus
RefSeq-v211,Escherichia phage ECML-134,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Streptomyces phage phiHau3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Streptomyces phage SV1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Picardvirus
RefSeq-v211,Salmonella phage SSE121,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Seunavirus
RefSeq-v211,Salmonella phage STML-198,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Gelderlandvirus
RefSeq-v211,Bacillus phage phiAGATE,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Agatevirus
RefSeq-v211,Clostridium phage phiMMP02,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Colneyvirus
RefSeq-v211,Clostridium phage phiMMP04,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Sherbrookevirus
RefSeq-v211,Salmonella phage wksl3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Jerseyvirus
RefSeq-v211,Staphylococcus virus SA11,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Silviavirus
RefSeq-v211,Lactobacillus phage phiAQ113,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Yersinia phage phiR2-01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Demerecviridae,Haartmanvirus
RefSeq-v211,Yersinia phage phiR1-RT,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tegunavirus
RefSeq-v211,Yersinia phage phiD1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Helicobacter phage KHP30,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Schmidvirus
RefSeq-v211,Streptomyces phage phiELB20,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Arequatrovirus
RefSeq-v211,Salmonella phage vB_SenS_AG11,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Jerseyvirus
RefSeq-v211,Mycobacterium phage Arturo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium virus Goose,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium virus Marcell,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Staphylococcus phage SP5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Dubowvirus
RefSeq-v211,uncultured crAssphage,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,
RefSeq-v211,Rhizobium phage RHEph01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Paadamvirus
RefSeq-v211,Rhizobium phage RHEph10,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Acinetobacter phage YMC/09/02/B1251,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Vieuvirus
RefSeq-v211,Enterobacteria phage GEC-3S,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Krischvirus
RefSeq-v211,Enterobacteria phage SfI,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Pseudomonas phage MPK7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Phikmvvirus
RefSeq-v211,Pseudomonas phage JD18,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Beetrevirus
RefSeq-v211,Pseudomonas phage JBD25,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Pseudomonas phage JBD67,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Beetrevirus
RefSeq-v211,Lactobacillus phage ATCC 8014-B2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Douglaswolinvirus
RefSeq-v211,Mycobacterium virus Dorothy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium virus Rebeuca,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Stx2-converting phage Stx2a_F451,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Traversvirus
RefSeq-v211,Stx2-converting phage Stx2a_WGPS9,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Traversvirus
RefSeq-v211,Stx2-converting phage Stx2a_WGPS2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Sawaravirus
RefSeq-v211,Stx2-converting phage Stx2a_WGPS6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pankowvirus
RefSeq-v211,Stx2-converting phage Stx2a_WGPS8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pankowvirus
RefSeq-v211,Lactococcus phage BM13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Vedamuthuvirus
RefSeq-v211,Vibrio phage vB_VpaM_MAR,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Vhmlvirus
RefSeq-v211,Vibrio phage vB_VpaS_MAR10,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Mardecavirus
RefSeq-v211,Escherichia phage EC6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Felixounavirus
RefSeq-v211,Acinetobacter phage phiAC-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Propionibacterium phage P9.1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage P14,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage P101A,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage P104A,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage P105,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage P100D,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage P100_A,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage P100_1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage P1.1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage ATCC29399B_T,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage ATCC29399B_C,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Pseudomonas phage vB_PaeP_p2-10_Or1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Bruynoghevirus
RefSeq-v211,Providencia phage Redjac,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Propionibacterium phage PHL010M04,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL037M02,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL060L00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL067M10,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL071N05,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL111M01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL112N00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL113M01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Propionibacterium phage PHL114L00,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Pahexavirus
RefSeq-v211,Staphylococcus phage vB_SauM_Remus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Silviavirus
RefSeq-v211,Staphylococcus phage vB_SauM_Romulus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Silviavirus
RefSeq-v211,Pseudomonas phage UFV-P2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Vicosavirus
RefSeq-v211,Klebsiella phage JD001,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Jedunavirus
RefSeq-v211,Bacillus phage vB_BtS_BMBtp2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lwoffvirus
RefSeq-v211,Streptococcus phage phiNJ2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Stenotrophomonas phage IME15,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus
RefSeq-v211,Staphylococcus phage JD007,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Kayvirus
RefSeq-v211,Staphylococcus phage SA5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Kayvirus
RefSeq-v211,Acinetobacter phage vB_AbaM-IME-AB2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Obolenskvirus
RefSeq-v211,Mycobacterium phage First,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Escherichia phage EC1-UPM,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Gamaleyavirus
RefSeq-v211,Staphylococcus phage Team1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Kayvirus
RefSeq-v211,Pseudomonas phage MPK6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Phikmvvirus
RefSeq-v211,Leuconostoc phage LN03,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Limdunavirus
RefSeq-v211,Leuconostoc phage LN04,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Limdunavirus
RefSeq-v211,Leuconostoc phage phiLN12,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Limdunavirus
RefSeq-v211,Leuconostoc phage LN25,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unaquatrovirus
RefSeq-v211,Leuconostoc phage phiLN6B,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Limdunavirus
RefSeq-v211,Leuconostoc phage P793,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Limdunavirus
RefSeq-v211,Mycobacterium phage BTCU-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Lactococcus phage 340,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage jm2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage jm3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage P680,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Lactococcus phage phi7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Streptococcus phage phiBHN167,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Enterobacteria phage phiJLA23,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Rogunavirus
RefSeq-v211,Pseudomonas virus H66,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Hollowayvirus
RefSeq-v211,Pseudomonas phage PaP4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,Bruynoghevirus
RefSeq-v211,Synechococcus phage S-CBP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,
RefSeq-v211,Staphylococcus phage JS01,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Peeveelvirus
RefSeq-v211,Escherichia phage PBECO4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Asteriusvirus
RefSeq-v211,Halorubrum Tailed Virus 5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Haloferacalesvirus
RefSeq-v211,Halorubrum Tailed Virus 8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Haloferacalesvirus
RefSeq-v211,Staphylococcus phage StauST398-2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Triavirus
RefSeq-v211,Bacillus phage BPS10C,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Wphvirus
RefSeq-v211,Cyanophage S-RIM12,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Brizovirus
RefSeq-v211,Cyanophage S-RIM32,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Cyanophage S-RIM44,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Vellamovirus
RefSeq-v211,Pseudomonas phage PPpW-3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Burkholderia phage ST79,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Nampongvirus
RefSeq-v211,Pelagibacter phage HTVC019P,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Pelagivirus
RefSeq-v211,Bacillus phage SIOphi,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Siophivirus
RefSeq-v211,Lactococcus phage CaseusJM1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Skunavirus
RefSeq-v211,Staphylococcus phage LH1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Triavirus
RefSeq-v211,Mycobacterium phage Butters,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Buttersvirus
RefSeq-v211,Brevibacillus phage Jimmer2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Jimmervirus
RefSeq-v211,Brevibacillus phage Jimmer1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Jimmervirus
RefSeq-v211,Brevibacillus phage Abouo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Abouovirus
RefSeq-v211,Brevibacillus phage Davies,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Abouovirus
RefSeq-v211,Alteromonas phage vB_AmaP_AD45-P1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,
RefSeq-v211,Clostridium phage vB_CpeS-CP51,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Staphylococcus phage StauST398-4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Biseptimavirus
RefSeq-v211,Staphylococcus phage StauST398-5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Phietavirus
RefSeq-v211,Bacillus phage MG-B1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Salasmaviridae,Klosterneuburgvirus
RefSeq-v211,Staphylococcus phage PSa3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Rountreeviridae,Rosenblumvirus
RefSeq-v211,Flavobacterium phage 6H,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Unahavirus
RefSeq-v211,Mycobacterium phage PegLeg,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bongovirus
RefSeq-v211,Salmonella phage L13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Jerseyvirus
RefSeq-v211,Mycobacterium phage CASbig,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage WIVsmall,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Streptomyces phage Lika,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Likavirus
RefSeq-v211,Streptomyces phage Sujidade,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Likavirus
RefSeq-v211,Streptomyces phage Zemlya,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Likavirus
RefSeq-v211,Mycobacterium phage Dumbo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kostyavirus
RefSeq-v211,Mycobacterium phage Fishburne,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fishburnevirus
RefSeq-v211,Mycobacterium phage HINdeR,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Job42,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Jobu08,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage PattyP,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Phrux,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kostyavirus
RefSeq-v211,Mycobacterium phage Severus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage SiSi,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Phaux,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kostyavirus
RefSeq-v211,Mycobacterium phage Murphy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kostyavirus
RefSeq-v211,Mycobacterium phage Chy4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Chy5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Escherichia phage JES2013,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Vequintavirus
RefSeq-v211,Cellulophaga phage phi19:3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Podoviridae,
RefSeq-v211,Synechococcus T7-like phage S-TIP37,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Igirivirus
RefSeq-v211,Paenibacillus phage phiIBB_P123,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fernvirus
RefSeq-v211,Salmonella phage Jersey,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Jerseyvirus
RefSeq-v211,Mycobacterium phage Bobi,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Redno2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Omegavirus
RefSeq-v211,Mycobacterium phage Wanda,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Omegavirus
RefSeq-v211,Escherichia phage JH2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Felixounavirus
RefSeq-v211,Staphylococcus phage phiIBB-SEP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Sepunavirus
RefSeq-v211,Synechococcus phage ACG-2014h,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Synechococcus phage S-MbCM100,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Acionnavirus
RefSeq-v211,Mycobacterium phage LittleCherry,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Jabbawokkie,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Avanivirus
RefSeq-v211,Mycobacterium phage Velveteen,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Daenerys,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Hamulus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Trouble,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Whirlwind,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bronvirus
RefSeq-v211,Mycobacterium phage SarFire,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Muddy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Mapvirus
RefSeq-v211,Mycobacterium phage Contagion,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Kostyavirus
RefSeq-v211,Mycobacterium phage Crossroads,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bronvirus
RefSeq-v211,Vibrio phage VPUSM 8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Longwoodvirus
RefSeq-v211,Staphylococcus phage SA12,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Dubowvirus
RefSeq-v211,Sulfolobus monocaudavirus SMV1,,,,,Bicaudaviridae,
RefSeq-v211,Yersinia phage PST,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Thermus phage phi OH2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
