origin,Organism/Name,kingdom,phylum,class,order,family,genus
RefSeq-v211,Pseudomonas phage vB_PaeP_130_113,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Phikmvvirus
RefSeq-v211,Mycobacterium phage DillTech15,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Melissauren88,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage TChen,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Thetabobvirus
RefSeq-v211,Erwinia phage Cronus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Enterobacteria phage vB_EcoS_IME18,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tunavirus
RefSeq-v211,Enterobacteria phage vB_EcoM_IME281,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Dhakavirus
RefSeq-v211,Enterobacteria phage vB_EcoM_IME339,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Enterobacteria phage vB_EcoM_IME340,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Enterobacteria phage vB_EcoM_IME341,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Dhakavirus
RefSeq-v211,Synechococcus phage S-B64,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,
RefSeq-v211,Escherichia phage Eco_BIFF,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tunavirus
RefSeq-v211,Pseudomonas virus Pf1 ERZ-2017,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus
RefSeq-v211,Mycobacterium phage ConceptII,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Oogway,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Xavia,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Acinetobacter phage AM101,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Lazarusvirus
RefSeq-v211,Erwinia phage phiEaP8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Schitoviridae,Yonginvirus
RefSeq-v211,Escherichia phage vB_EcoM-Ro157c2YLVW,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Punavirus
RefSeq-v211,Streptomyces phage Goby,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Likavirus
RefSeq-v211,Gordonia phage Petra,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fairfaxidumvirus
RefSeq-v211,Microbacterium phage Appa,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Appavirus
RefSeq-v211,Gordonia phage Jace,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Jacevirus
RefSeq-v211,Mycobacterium phage BobaPhett,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Mattes,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Microbacterium phage Paschalis,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Quhwahvirus
RefSeq-v211,Mycobacterium phage Priamo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Escherichia phage vB_EcoM_NBG2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Cronobacter phage GW1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus
RefSeq-v211,Klebsiella phage ZCKP1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Phapecoctavirus
RefSeq-v211,Streptomyces phage Yosif,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Camvirus
RefSeq-v211,Microbacterium phage MementoMori,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Mementomorivirus
RefSeq-v211,Microbacterium phage Metamorphoo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Metamorphoovirus
RefSeq-v211,Microbacterium phage Quhwah,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Quhwahvirus
RefSeq-v211,Microbacterium phage RobsFeet,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Metamorphoovirus
RefSeq-v211,Pseudomonas phage PaGU11,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Pbunavirus
RefSeq-v211,Escherichia phage KIT03,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Escherichia phage vB_EcoP_S523,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Berlinvirus
RefSeq-v211,Escherichia phage LL5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tlsvirus
RefSeq-v211,Mycobacterium phage Koella,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Salmonella phage Skate,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Klebsiella phage Mineola,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Jiaodavirus
RefSeq-v211,Mycobacterium phage Michley,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Mryolo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Escherichia phage SF,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Mosigvirus
RefSeq-v211,Paenibacillus phage Eltigre,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fernvirus
RefSeq-v211,Paenibacillus phage Jacopo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fernvirus
RefSeq-v211,Paenibacillus phage C7Cdelta,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Halcyonevirus
RefSeq-v211,Paenibacillus phage Kawika,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fernvirus
RefSeq-v211,Paenibacillus phage Lucielle,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fernvirus
RefSeq-v211,Paenibacillus phage Wanderer,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Wanderervirus
RefSeq-v211,Paenibacillus phage Yyerffej,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fernvirus
RefSeq-v211,Escherichia virus KFS-EC,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Krischvirus
RefSeq-v211,Mycobacterium phage Steamy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Gordonia phage Apricot,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Apricotvirus
RefSeq-v211,Gordonia phage Frokostdame,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fairfaxidumvirus
RefSeq-v211,Gordonia phage Ruthy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Ruthyvirus
RefSeq-v211,Mycobacterium phage Clifton,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Magnar,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage OlympiaSaint,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Sandalphon,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Niza,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Gordonia phage Danyall,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Wizardvirus
RefSeq-v211,Gordonia phage KimmyK,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Wizardvirus
RefSeq-v211,Citrobacter phage CF1 ERZ-2017,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Moonvirus
RefSeq-v211,Citrobacter phage CF1 DK-2017,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tlsvirus
RefSeq-v211,Klebsiella phage vB_KpnP_IME321,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Przondovirus
RefSeq-v211,Synechococcus phage S-T4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tamkungvirus
RefSeq-v211,Salmonella phage 3A_8767,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus
RefSeq-v211,Staphylococcus phage SA1014ruMSSAST7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Biseptimavirus
RefSeq-v211,Staphylococcus phage SA137ruMSSAST121PVL,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Triavirus
RefSeq-v211,Staphylococcus phage SA780ruMSSAST101,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Peeveelvirus
RefSeq-v211,Klebsiella phage NJS1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Webervirus
RefSeq-v211,Staphylococcus phage SA345ruMSSAST8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Biseptimavirus
RefSeq-v211,Acinetobacter phage vB_ApiM_fHyAci03,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Lazarusvirus
RefSeq-v211,Shigella phage SFPH2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus
RefSeq-v211,Escherichia virus Vec13,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Kayfunavirus
RefSeq-v211,Shigella phage Sf11 SMD-2017,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Paenibacillus phage Unity,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Halcyonevirus
RefSeq-v211,Enterobacteria phage O276,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Lambdavirus
RefSeq-v211,Klebsiella phage KN1-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Przondovirus
RefSeq-v211,Klebsiella phage KN3-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Przondovirus
RefSeq-v211,Klebsiella phage KN4-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Przondovirus
RefSeq-v211,Mycobacterium phage Harley,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Bacillus phage BSP38,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Jeonjuvirus
RefSeq-v211,Erwinia phage vB_EhrS_49,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Feofaniavirus
RefSeq-v211,Mycobacterium phage Arlo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Bromden,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bronvirus
RefSeq-v211,Mycobacterium phage Pita2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Sibs6,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Streptomyces phage StarPlatinum,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Karimacvirus
RefSeq-v211,Streptomyces phage Wollford,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Karimacvirus
RefSeq-v211,Microbacterium phage KaiHaiDragon,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Quhwahvirus
RefSeq-v211,Mycobacterium phage Gorge,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Krakatau,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Mantra,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage NEHalo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Streptomyces phage Karimac,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Karimacvirus
RefSeq-v211,Streptomyces phage LukeCage,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Karimacvirus
RefSeq-v211,Klebsiella phage TSK1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Webervirus
RefSeq-v211,Mycobacterium phage Tapioca,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Charlievirus
RefSeq-v211,Mycobacterium phage Adahisdi,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Aggie,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Charlievirus
RefSeq-v211,Mycobacterium phage Crispicous1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Gordonia phage TillyBobJoe,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Wizardvirus
RefSeq-v211,Mycobacterium phage EleanorGeorge,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Girr,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage JoeyJr,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Nimbo,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage QuickMath,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Spikelee,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Streptomyces phage Hank144,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Arequatrovirus
RefSeq-v211,Corynebacterium phage Juicebox,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Juiceboxvirus
RefSeq-v211,Corynebacterium phage SamW,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Samwavirus
RefSeq-v211,Mycobacterium phage Wizard007,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Galactic,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Streptomyces phage Yaboi,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Karimacvirus
RefSeq-v211,Escherichia phage LL2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teetrevirus
RefSeq-v211,Acinetobacter phage KARL-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Lazarusvirus
RefSeq-v211,Klebsiella phage NJR15,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Webervirus
RefSeq-v211,Klebsiella phage NJS2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Webervirus
RefSeq-v211,Klebsiella phage TAH8,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Webervirus
RefSeq-v211,Gordonia phage Ashertheman,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Vividuovirus
RefSeq-v211,Gordonia phage Phistory,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Phistoryvirus
RefSeq-v211,Gordonia phage Angelicage,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Vividuovirus
RefSeq-v211,Gordonia phage Horus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Horusvirus
RefSeq-v211,Mycobacterium phage KristaRAM,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Burwell21,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Mycobacterium phage Collard,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Timquatrovirus
RefSeq-v211,Mycobacterium phage Maroc7,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Fromanvirus
RefSeq-v211,Mycobacterium phage Nivrat,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Streptomyces phage Thestral,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Arequatrovirus
RefSeq-v211,Salmonella virus VSt472,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Lactococcus phage vB_LLc_bIBB14,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Ceduovirus
RefSeq-v211,Lactococcus phage vB_Llc_bIBB12,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Ceduovirus
RefSeq-v211,Lactococcus phage vB_Llc_bIBB94p4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Ceduovirus
RefSeq-v211,Lactococcus phage vB_Llc_bIBBA3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Ceduovirus
RefSeq-v211,Lactococcus phage vB_Llc_bIBBAm4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Ceduovirus
RefSeq-v211,Lactococcus phage vB_Llc_bIBBE1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Ceduovirus
RefSeq-v211,Lactococcus phage vB_Llc_bIBBp6/4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Ceduovirus
RefSeq-v211,Pseudomonas phage EPa61,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Pbunavirus
RefSeq-v211,Bacillus phage vB_BthP-Goe4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Salasmaviridae,Claudivirus
RefSeq-v211,Enterobacteria phage vB_EcoP_IME390,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus
RefSeq-v211,Klebsiella phage Seifer,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Yonseivirus
RefSeq-v211,Lactobacillus phage Iacchus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Harbinvirus
RefSeq-v211,Lactobacillus phage Bromius,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Harbinvirus
RefSeq-v211,Gordonia phage Getalong,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Getalongvirus
RefSeq-v211,Mycobacterium phage Paito,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Liefievirus
RefSeq-v211,Escherichia phage vB_vPM_PD112,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Mycobacterium phage ArcusAngelus,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Escherichia phage LL11,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Vectrevirus
RefSeq-v211,Citrobacter phage Sazh,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Tlsvirus
RefSeq-v211,Klebsiella phage KP179,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Jiaodavirus
RefSeq-v211,Mycobacterium phage MilleniumForce,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Streptomyces phage Darolandstone,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Raleighvirus
RefSeq-v211,Enterococcus phage EfV12-phi1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Herelleviridae,Schiekvirus
RefSeq-v211,Salmonella phage Siskin,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Chivirus
RefSeq-v211,Yersinia phage PYPS2T,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Yersinia phage PYPS50,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Berlinvirus
RefSeq-v211,Enterobacter phage phiT5282H,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Novemvirus
RefSeq-v211,Shigella phage phi25-307,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Mosigvirus
RefSeq-v211,Escherichia phage C1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Escherichia phage C5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus
RefSeq-v211,Escherichia phage N30,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus
RefSeq-v211,Klebsiella phage GH-K3,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Webervirus
RefSeq-v211,Salmonella phage SeSz-2,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Salmonella phage SeWh-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Chivirus
RefSeq-v211,Salmonella phage SeZq-1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Chivirus
RefSeq-v211,Salmonella phage Segz_1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Escherichia phage vB_Eco_mar001J1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Drexlerviridae,Warwickvirus
RefSeq-v211,Edwardsiella phage Edno5,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Gofduovirus
RefSeq-v211,Arthrobacter phage Bridgette,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bridgettevirus
RefSeq-v211,Arthrobacter phage Constance,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bridgettevirus
RefSeq-v211,Arthrobacter phage DrManhattan,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Manhattanvirus
RefSeq-v211,Arthrobacter phage Eileen,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bridgettevirus
RefSeq-v211,Arthrobacter phage Judy,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bridgettevirus
RefSeq-v211,Arthrobacter phage Peas,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Bridgettevirus
RefSeq-v211,Arthrobacter phage Yang,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Yangvirus
RefSeq-v211,Mycobacterium phage Lizziana,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,Cheoctovirus
RefSeq-v211,Escherichia phage vB_EcoM_DalCa,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Escherichia phage MLF4,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus
RefSeq-v211,Salmonella phage Seszw_1,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,
RefSeq-v211,Escherichia phage p000v,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Mosigvirus
